Period,MaxTemperature,MinTemperature,Humidity,Pressure,Precipitation,WindSpeed
Week 1053 (1970-03-01 - 1970-03-07),19.5,4.4,56.6,1014.8,1.6,11.3
Week 1054 (1970-03-08 - 1970-03-14),18.2,9.7,74,1012.8,44,12.5
Week 1055 (1970-03-15 - 1970-03-21),19.6,9.1,73.6,1013.8,41.3,13.3
Week 1056 (1970-03-22 - 1970-03-28),25.1,12.4,65.4,1011.1,19.2,14.8
Week 1057 (1970-03-29 - 1970-04-04),25.7,8.6,56.7,1011.1,0,10.7
Week 1058 (1970-04-05 - 1970-04-11),29.9,13.4,50.4,1010.3,0,14
Week 1059 (1970-04-12 - 1970-04-18),29.8,16.6,45.9,1009.7,4.1,19.7
Week 1060 (1970-04-19 - 1970-04-25),34.5,17.5,39.1,1006.9,1.5,18.6
Week 1061 (1970-04-26 - 1970-05-02),34.2,18.5,29.3,1005,0.9,19.9
Week 1062 (1970-05-03 - 1970-05-09),33.6,20.6,38.4,1005.2,3.6,17.7
Week 1063 (1970-05-10 - 1970-05-16),38.3,20.4,25,1001.6,0.3,18.8
Week 1064 (1970-05-17 - 1970-05-23),38.4,22.4,35,1000.8,6.9,20.7
Week 1065 (1970-05-24 - 1970-05-30),35,21.2,41.9,1001.1,4.7,17.7
Week 1066 (1970-05-31 - 1970-06-06),37.5,24.6,38.3,998.4,6.1,18.8
Week 1067 (1970-06-07 - 1970-06-13),36.9,23.8,40.7,999.2,14.6,17.8
Week 1068 (1970-06-14 - 1970-06-20),33.6,20,55.6,999.8,53.4,14
Week 1069 (1970-06-21 - 1970-06-27),38.2,27.5,48.1,997.8,0.8,15.5
Week 1070 (1970-06-28 - 1970-07-04),33.7,26,62.7,999.6,64.6,17.9
Week 1071 (1970-07-05 - 1970-07-11),35.2,24.5,62.9,995.9,5.3,10.8
Week 1072 (1970-07-12 - 1970-07-18),37.4,25.8,55.4,995,16.5,13.3
Week 1073 (1970-07-19 - 1970-07-25),33.8,23.9,65.9,998.1,13.3,20.9
Week 1074 (1970-07-26 - 1970-08-01),32.6,24.8,69.4,998.7,93,12.9
Week 1075 (1970-08-02 - 1970-08-08),31,24.5,79.7,999.2,40.4,12.7
Week 1076 (1970-08-09 - 1970-08-15),28.3,22.9,83.6,1001.8,141.9,11.7
Week 1077 (1970-08-16 - 1970-08-22),31.7,23.7,80.4,1001.4,32.1,9.9
Week 1078 (1970-08-23 - 1970-08-29),29.8,23.7,83.9,1000.4,41.3,9.7
Week 1079 (1970-08-30 - 1970-09-05),29.4,23.6,85.4,1001.6,44.1,11.6
Week 1080 (1970-09-06 - 1970-09-12),29.5,22.9,83.9,1002.7,29.6,10.5
Week 1081 (1970-09-13 - 1970-09-19),29.9,21.1,78.7,1002.4,14.3,10.9
Week 1082 (1970-09-20 - 1970-09-26),29.3,17.9,69.3,1005.8,3.9,11.5
Week 1083 (1970-09-27 - 1970-10-03),30.7,17.4,64.7,1006.8,0,8.9
Week 1084 (1970-10-04 - 1970-10-10),27.6,17.2,68.6,1009.6,38,11
Week 1085 (1970-10-11 - 1970-10-17),29.5,15.7,68.4,1010,0,8.2
Week 1086 (1970-10-18 - 1970-10-24),26.8,15.4,63.7,1010.1,24.3,18.6
Week 1087 (1970-10-25 - 1970-10-31),25.6,11.4,61.6,1013.9,1.1,12.7
Week 1088 (1970-11-01 - 1970-11-07),24.8,9.2,64,1015.2,0,7.6
Week 1089 (1970-11-08 - 1970-11-14),24.3,9.8,63.6,1015.7,0,7.3
Week 1090 (1970-11-15 - 1970-11-21),21,6.5,57.7,1015.7,0.9,12.4
Week 1091 (1970-11-22 - 1970-11-28),19.3,3.4,53.1,1016.7,0,10.2
Week 1092 (1970-11-29 - 1970-12-05),19.1,5.2,64.9,1016.5,1,10.3
Week 1093 (1970-12-06 - 1970-12-12),20.2,3.7,55.1,1017.1,0,8.9
Week 1094 (1970-12-13 - 1970-12-19),18,5.9,65,1015.4,14.1,11.5
Week 1095 (1970-12-20 - 1970-12-26),16.7,2.6,63.6,1018.7,0,9.5
Week 1096 (1970-12-27 - 1971-01-02),17.2,1.8,51.6,1019.4,0,10
Week 1097 (1971-01-03 - 1971-01-09),18.2,1.3,56,1019.5,0,8.3
Week 1098 (1971-01-10 - 1971-01-16),17.2,4.2,58.7,1017.3,1.5,11.1
Week 1099 (1971-01-17 - 1971-01-23),14.7,3.1,63.3,1017.3,13.9,10.4
Week 1100 (1971-01-24 - 1971-01-30),13.2,0.1,63,1016,3.3,10.7
Week 1101 (1971-01-31 - 1971-02-06),15.8,1.1,57.4,1015.9,4,10.6
Week 1102 (1971-02-07 - 1971-02-13),17.6,4.3,56.6,1015.2,7,12.2
Week 1103 (1971-02-14 - 1971-02-20),21.6,6.9,53.7,1013.7,8.2,11.9
Week 1104 (1971-02-21 - 1971-02-27),17.4,6.8,62.3,1012.6,67.4,9.8
Week 1105 (1971-02-28 - 1971-03-06),15.5,5.1,70.6,1016.8,24.4,11.3
Week 1106 (1971-03-07 - 1971-03-13),21.4,8.3,62.4,1019.5,0.4,14.2
Week 1107 (1971-03-14 - 1971-03-20),28,9.3,52.1,1012.5,0.5,12.8
Week 1108 (1971-03-21 - 1971-03-27),28.8,14.2,50.3,1011.7,9.7,15
Week 1109 (1971-03-28 - 1971-04-03),30.2,13.1,39.9,1008.5,0.1,16.6
Week 1110 (1971-04-04 - 1971-04-10),31.4,16.8,46,1007.6,7.2,15.2
Week 1111 (1971-04-11 - 1971-04-17),29.3,17.4,54.6,1006.1,3.8,13.6
Week 1112 (1971-04-18 - 1971-04-24),28.7,15.6,58.4,1008.8,31.4,12.1
Week 1113 (1971-04-25 - 1971-05-01),31.8,18.2,52.9,1005.7,14.9,19.1
Week 1114 (1971-05-02 - 1971-05-08),33.4,18.2,37,1002.8,0.7,24.9
Week 1115 (1971-05-09 - 1971-05-15),31.6,19.8,49.3,1004.6,16.3,16.2
Week 1116 (1971-05-16 - 1971-05-22),33,21.5,50.9,1003,8.1,15.4
Week 1117 (1971-05-23 - 1971-05-29),39.1,23.4,35.1,998.8,2.1,17.7
Week 1118 (1971-05-30 - 1971-06-05),39,25.8,39.4,997.5,0.7,12.7
Week 1119 (1971-06-06 - 1971-06-12),37.5,27,53,993.6,9.2,13.5
Week 1120 (1971-06-13 - 1971-06-19),35.1,24.4,58,998.3,20.4,11
Week 1121 (1971-06-20 - 1971-06-26),34.7,25.8,62.1,996.2,35.7,17.8
Week 1122 (1971-06-27 - 1971-07-03),31.2,23.7,77.3,995.8,236.1,13.2
Week 1123 (1971-07-04 - 1971-07-10),32.1,23.2,70.9,998,24.6,11.1
Week 1124 (1971-07-11 - 1971-07-17),31.7,24.4,75.1,999.2,76.4,15.3
Week 1125 (1971-07-18 - 1971-07-24),32.3,23.2,73.7,995.8,3.8,9.7
Week 1126 (1971-07-25 - 1971-07-31),28.6,24,86.3,998.4,89.3,14.8
Week 1127 (1971-08-01 - 1971-08-07),30,23.7,84.4,998.3,29.3,12.5
Week 1128 (1971-08-08 - 1971-08-14),30.1,22.7,81.3,997.6,30.6,13.1
Week 1129 (1971-08-15 - 1971-08-21),31.1,22.7,81.1,1000.1,16.5,9.4
Week 1130 (1971-08-22 - 1971-08-28),29,23.3,83.6,1003,142.2,11.9
Week 1131 (1971-08-29 - 1971-09-04),29.3,21.1,80.4,1003.3,24.7,11.3
Week 1132 (1971-09-05 - 1971-09-11),28.7,20.3,79.6,1005.5,12.2,10.8
Week 1133 (1971-09-12 - 1971-09-18),30.3,16.8,67,1005.3,0.2,8.4
Week 1134 (1971-09-19 - 1971-09-25),32.5,16.8,59.3,1004.8,0,11.8
Week 1135 (1971-09-26 - 1971-10-02),31.9,16.5,48.3,1004.8,0.9,13.2
Week 1136 (1971-10-03 - 1971-10-09),32.3,15.9,46.3,1007.9,0,12.7
Week 1137 (1971-10-10 - 1971-10-16),30.4,15.1,43.9,1010.2,0.4,9.5
Week 1138 (1971-10-17 - 1971-10-23),26.4,13.6,53,1013.1,3,13.8
Week 1139 (1971-10-24 - 1971-10-30),26.9,10.9,49.9,1014.3,0,11.2
Week 1140 (1971-10-31 - 1971-11-06),22.4,9.7,61.4,1016.4,14.6,17.9
Week 1141 (1971-11-07 - 1971-11-13),24.2,8.5,51.7,1016.8,0,9.7
Week 1142 (1971-11-14 - 1971-11-20),24.7,9.4,51.4,1018.5,0,9.4
Week 1143 (1971-11-21 - 1971-11-27),23.5,9.4,59.7,1019,0,8.8
Week 1144 (1971-11-28 - 1971-12-04),22.3,7.2,54.9,1017.2,0,8.1
Week 1145 (1971-12-05 - 1971-12-11),20.9,6,51.3,1017.9,0,10.7
Week 1146 (1971-12-12 - 1971-12-18),20.7,5.2,51.1,1018.4,0,9.2
Week 1147 (1971-12-19 - 1971-12-25),17.9,5.6,62.3,1015,13.1,9.5
Week 1148 (1971-12-26 - 1972-01-01),18.8,3.9,60.6,1016.7,0,11.9
Week 1149 (1972-01-02 - 1972-01-08),16.9,1.8,56.4,1017.1,0,10
Week 1150 (1972-01-09 - 1972-01-15),17.1,2.9,59.7,1018,0.3,12.4
Week 1151 (1972-01-16 - 1972-01-22),16.2,7.5,69,1019.2,71.4,20.1
Week 1152 (1972-01-23 - 1972-01-29),15.9,5.6,72.1,1016.8,11.4,10.4
Week 1153 (1972-01-30 - 1972-02-05),12.6,5.5,75.7,1013.3,36.1,12.2
Week 1154 (1972-02-06 - 1972-02-12),14,1,66,1014.2,23.3,18.2
Week 1155 (1972-02-13 - 1972-02-19),13.9,0.5,60.9,1017.7,3.7,11.7
Week 1156 (1972-02-20 - 1972-02-26),16.1,4.9,71.6,1014,75,14.3
Week 1157 (1972-02-27 - 1972-03-04),18.2,4.6,62.4,1014,15.5,17.6
Week 1158 (1972-03-05 - 1972-03-11),17.5,7.4,76.9,1015.8,59.9,11.4
Week 1159 (1972-03-12 - 1972-03-18),21.7,9,69,1014.6,53.6,13.5
Week 1160 (1972-03-19 - 1972-03-25),24.1,10.8,67.7,1012.2,17.6,14.3
Week 1161 (1972-03-26 - 1972-04-01),25.1,13,69.3,1010.4,34.7,18.7
Week 1162 (1972-04-02 - 1972-04-08),24,13.3,63.9,1009.9,23.8,15.8
Week 1163 (1972-04-09 - 1972-04-15),27,12.4,59.1,1010.1,2.9,14.4
Week 1164 (1972-04-16 - 1972-04-22),25.4,11.8,59.1,1011.8,21.1,11.6
Week 1165 (1972-04-23 - 1972-04-29),28.2,14.5,54.4,1007.3,20.2,16.7
Week 1166 (1972-04-30 - 1972-05-06),28.6,15.6,56.4,1007,2.8,13.1
Week 1167 (1972-05-07 - 1972-05-13),32.8,19.7,44.6,1005.7,2.1,17.7
Week 1168 (1972-05-14 - 1972-05-20),35.7,19.9,33.4,1002.2,1,17.3
Week 1169 (1972-05-21 - 1972-05-27),33,19.7,43.3,1003.6,40.4,25.4
Week 1170 (1972-05-28 - 1972-06-03),36.4,19.7,33.3,1003.6,0.8,14.3
Week 1171 (1972-06-04 - 1972-06-10),35.2,20.5,38.9,1000.6,0.7,17.3
Week 1172 (1972-06-11 - 1972-06-17),41.2,23.5,25.7,997.2,1,13.9
Week 1173 (1972-06-18 - 1972-06-24),40,25.7,30.6,995.7,4.4,12.9
Week 1174 (1972-06-25 - 1972-07-01),36,25.5,55.6,999.3,22,14.8
Week 1175 (1972-07-02 - 1972-07-08),34.5,24.1,61.9,997,12.4,23.7
Week 1176 (1972-07-09 - 1972-07-15),34,23.8,65.9,996.4,20.6,10.2
Week 1177 (1972-07-16 - 1972-07-22),34.6,24.2,69,996.5,88.1,12.3
Week 1178 (1972-07-23 - 1972-07-29),35.5,25.6,61.4,994.1,3.6,11.8
Week 1179 (1972-07-30 - 1972-08-05),35.9,25.2,56.3,997.4,6.9,11.5
Week 1180 (1972-08-06 - 1972-08-12),33.8,23.9,69.4,999.8,87.7,11
Week 1181 (1972-08-13 - 1972-08-19),31.3,22.3,75,1002.3,34.1,8.9
Week 1182 (1972-08-20 - 1972-08-26),33.5,22.5,65.1,1001.4,9.1,10.1
Week 1183 (1972-08-27 - 1972-09-02),34.3,22.7,63.4,1002.2,0.6,12.3
Week 1184 (1972-09-03 - 1972-09-09),35,24.6,57.4,1002.7,27.3,11
Week 1185 (1972-09-10 - 1972-09-16),30.9,21.6,72.4,1005.4,25,11.5
Week 1186 (1972-09-17 - 1972-09-23),27.5,16.4,63.6,1008.7,31.8,13.6
Week 1187 (1972-09-24 - 1972-09-30),32.2,15.8,44.6,1008.9,0.2,12.7
Week 1188 (1972-10-01 - 1972-10-07),30.6,17.2,46.7,1012.1,1.3,11.9
Week 1189 (1972-10-08 - 1972-10-14),32,16.2,40.7,1010.6,0,13.7
Week 1190 (1972-10-15 - 1972-10-21),26.2,15.1,56.7,1012.8,29.5,16.8
Week 1191 (1972-10-22 - 1972-10-28),24.3,9.8,58.7,1017.7,0,9.3
Week 1192 (1972-10-29 - 1972-11-04),25.1,9.8,53.7,1015.8,0,9.6
Week 1193 (1972-11-05 - 1972-11-11),25.7,11.6,55.7,1014.4,0.3,10.2
Week 1194 (1972-11-12 - 1972-11-18),24.7,9,43.7,1014.6,0,11.6
Week 1195 (1972-11-19 - 1972-11-25),19.3,8.8,65,1016.7,37.4,8.4
Week 1196 (1972-11-26 - 1972-12-02),19.6,5.5,64.3,1018.8,0,9.4
Week 1197 (1972-12-03 - 1972-12-09),18.7,7.2,71.4,1016.3,16.4,9.5
Week 1198 (1972-12-10 - 1972-12-16),16.3,4.7,70.7,1019.8,12.9,8.1
Week 1199 (1972-12-17 - 1972-12-23),16,5.9,75.7,1017.9,15.7,10.3
Week 1200 (1972-12-24 - 1972-12-30),13.3,4.8,75.6,1020.2,54.1,11.2
Week 1201 (1972-12-31 - 1973-01-06),14.6,3.3,71,1018.7,18.3,10.5
Week 1202 (1973-01-07 - 1973-01-13),14.4,3.8,79.6,1016.9,6,9.7
Week 1203 (1973-01-14 - 1973-01-20),12.9,3.7,75.3,1014.8,66.5,14.5
Week 1204 (1973-01-21 - 1973-01-27),12.8,1.2,69,1018,8.2,13
Week 1205 (1973-01-28 - 1973-02-03),13.3,1.4,68.1,1022.5,5.2,10.5
Week 1206 (1973-02-04 - 1973-02-10),16,4.4,69.4,1020.9,12.8,10.7
Week 1207 (1973-02-11 - 1973-02-17),20.9,6.6,64.7,1014.5,0.2,11.2
Week 1208 (1973-02-18 - 1973-02-24),19.6,7.8,66.1,1015.9,71.9,15.3
Week 1209 (1973-02-25 - 1973-03-03),16.8,6.4,76.6,1012.3,40.4,13.7
Week 1210 (1973-03-04 - 1973-03-10),17,8.8,77.9,1011.8,109.6,13.5
Week 1211 (1973-03-11 - 1973-03-17),17.9,4.6,62.7,1017.2,15.1,13.4
Week 1212 (1973-03-18 - 1973-03-24),22.2,9.2,68.3,1016.1,17.7,14.1
Week 1213 (1973-03-25 - 1973-03-31),25.3,14,67.6,1013.4,40.9,18.9
Week 1214 (1973-04-01 - 1973-04-07),25.3,12.8,65.7,1011.4,20.4,18.4
Week 1215 (1973-04-08 - 1973-04-14),26,14.4,66.3,1007.2,22.7,16.1
Week 1216 (1973-04-15 - 1973-04-21),28.3,13.1,60,1007.8,3.7,14.2
Week 1217 (1973-04-22 - 1973-04-28),32.7,17.7,51,1004.8,1.5,16.9
Week 1218 (1973-04-29 - 1973-05-05),35.5,19.2,38.9,1003.3,1,14.3
Week 1219 (1973-05-06 - 1973-05-12),35.3,20.5,26.4,1000.7,0.3,20.6
Week 1220 (1973-05-13 - 1973-05-19),30.6,19.3,55.4,1003.9,17.6,14.9
Week 1221 (1973-05-20 - 1973-05-26),33.9,19.6,48.6,1004.5,3,18.1
Week 1222 (1973-05-27 - 1973-06-02),34.7,19.9,45.1,1001,2.2,15.8
Week 1223 (1973-06-03 - 1973-06-09),40.4,22.4,32.9,997,1.5,12.3
Week 1224 (1973-06-10 - 1973-06-16),40,27.8,44.9,991.5,0.4,14.2
Week 1225 (1973-06-17 - 1973-06-23),34.7,24.9,66.7,994.6,17.9,18.4
Week 1226 (1973-06-24 - 1973-06-30),35,25.3,66.6,997.5,13.4,14
Week 1227 (1973-07-01 - 1973-07-07),30.6,23.6,78.6,998.7,81.3,12.6
Week 1228 (1973-07-08 - 1973-07-14),32.5,24.7,76,996.1,29.7,10.9
Week 1229 (1973-07-15 - 1973-07-21),30.1,24.2,86,999.4,70.7,13.4
Week 1230 (1973-07-22 - 1973-07-28),30.5,23.6,82.7,998.2,33.6,9.8
Week 1231 (1973-07-29 - 1973-08-04),31.2,24,81.1,999.7,31.8,10
Week 1232 (1973-08-05 - 1973-08-11),28.3,22.2,84.6,1001.3,342.8,11.8
Week 1233 (1973-08-12 - 1973-08-18),28.5,22.6,85.3,999.5,126.9,12.2
Week 1234 (1973-08-19 - 1973-08-25),31.4,24,80.6,1000.3,20.4,9.5
Week 1235 (1973-08-26 - 1973-09-01),29.6,23.3,83,1001.9,89,10.1
Week 1236 (1973-09-02 - 1973-09-08),30.6,22.3,82.3,1003.3,8,9.2
Week 1237 (1973-09-09 - 1973-09-15),30.2,22.6,82.7,1003.5,4.5,10
Week 1238 (1973-09-16 - 1973-09-22),29,22.1,83.9,1005.9,20.8,9
Week 1239 (1973-09-23 - 1973-09-29),29.4,18.7,76.6,1006.8,3,9.7
Week 1240 (1973-09-30 - 1973-10-06),24.9,13.4,69.6,1010.9,27.4,14.3
Week 1241 (1973-10-07 - 1973-10-13),27.7,13.5,69,1009,0,10.3
Week 1242 (1973-10-14 - 1973-10-20),26.8,14.1,65.3,1012.1,1.4,14.1
Week 1243 (1973-10-21 - 1973-10-27),26.3,11.5,63.9,1012.9,0,8.8
Week 1244 (1973-10-28 - 1973-11-03),25,10.5,62.9,1013,0,9.4
Week 1245 (1973-11-04 - 1973-11-10),23.2,10.4,67.3,1013.8,5,12.4
Week 1246 (1973-11-11 - 1973-11-17),22.4,6.4,58,1016.8,0,8.7
Week 1247 (1973-11-18 - 1973-11-24),22,6.8,65.6,1016.7,0,8.7
Week 1248 (1973-11-25 - 1973-12-01),20.5,6.1,64,1018.1,3.2,9.2
Week 1249 (1973-12-02 - 1973-12-08),17.4,4.8,66.9,1018.4,2.7,9.3
Week 1250 (1973-12-09 - 1973-12-15),16.9,5.1,64.1,1018.7,1,12.6
Week 1251 (1973-12-16 - 1973-12-22),14.4,3.5,72.9,1019,28.7,9.8
Week 1252 (1973-12-23 - 1973-12-29),14.9,-0.8,57.9,1021,0,9.5
Week 1253 (1973-12-30 - 1974-01-05),16.6,1,65.3,1018.9,0,8.7
Week 1254 (1974-01-06 - 1974-01-12),15.7,3.4,71.6,1016,6,10.6
Week 1255 (1974-01-13 - 1974-01-19),12.4,0.5,69.6,1017.4,7.8,10.7
Week 1256 (1974-01-20 - 1974-01-26),13.6,3.4,74.7,1016.9,30.2,10.8
Week 1257 (1974-01-27 - 1974-02-02),14.2,3.1,70.7,1016.2,28.1,10.2
Week 1258 (1974-02-03 - 1974-02-09),12,0,70.6,1017.5,18.4,9
Week 1259 (1974-02-10 - 1974-02-16),15.5,2.7,65.6,1018,4.1,10.9
Week 1260 (1974-02-17 - 1974-02-23),17.4,6.5,74.1,1015.5,51.9,14.3
Week 1261 (1974-02-24 - 1974-03-02),18.6,5.3,67,1016.2,0.1,12.8
Week 1262 (1974-03-03 - 1974-03-09),21.9,8.7,66.9,1012.7,6.7,13.9
Week 1263 (1974-03-10 - 1974-03-16),21.5,9.1,61,1015.7,5.9,17.8
Week 1264 (1974-03-17 - 1974-03-23),27,11.2,64.3,1010.1,6.9,13.3
Week 1265 (1974-03-24 - 1974-03-30),26.6,12.5,62.7,1008.4,8.2,11.2
Week 1266 (1974-03-31 - 1974-04-06),26.9,14.2,65.1,1008.9,9.7,18.8
Week 1267 (1974-04-07 - 1974-04-13),27.1,13.2,63.7,1008.4,11.9,11.4
Week 1268 (1974-04-14 - 1974-04-20),31.6,15.8,48.7,1007,0.2,16.7
Week 1269 (1974-04-21 - 1974-04-27),34.9,17.2,40.1,1005.8,3.2,14.4
Week 1270 (1974-04-28 - 1974-05-04),32.6,18.6,41,1005.4,1.1,19.7
Week 1271 (1974-05-05 - 1974-05-11),36.2,20.7,30.7,1003,0.9,16.3
Week 1272 (1974-05-12 - 1974-05-18),33.1,20.2,42.6,1005.7,3.8,19.1
Week 1273 (1974-05-19 - 1974-05-25),33.9,18.6,39.9,1003.3,0.4,15.4
Week 1274 (1974-05-26 - 1974-06-01),35.4,21.6,44.1,999,2.1,14.3
Week 1275 (1974-06-02 - 1974-06-08),36.3,22.9,38.6,998,2.2,23
Week 1276 (1974-06-09 - 1974-06-15),36.5,22.3,40,998.3,2.2,12.2
Week 1277 (1974-06-16 - 1974-06-22),39.3,26.2,34.9,994.2,1.3,17.7
Week 1278 (1974-06-23 - 1974-06-29),33.3,20.5,50.1,1001.2,28.4,12
Week 1279 (1974-06-30 - 1974-07-06),36.4,24.6,44.6,996,17.4,15.3
Week 1280 (1974-07-07 - 1974-07-13),35.7,24.5,56.6,995.7,19.6,13.2
Week 1281 (1974-07-14 - 1974-07-20),31,23.6,81,996.8,60.1,11.8
Week 1282 (1974-07-21 - 1974-07-27),30.6,23.2,81.3,997.2,80.4,15.5
Week 1283 (1974-07-28 - 1974-08-03),32.7,24.5,76.7,998.8,17.9,12.6
Week 1284 (1974-08-04 - 1974-08-10),30.5,23.1,82.7,998,139.3,12.6
Week 1285 (1974-08-11 - 1974-08-17),30.9,22.6,79.9,997.4,46.9,8.7
Week 1286 (1974-08-18 - 1974-08-24),31.9,22.4,78.4,999.7,12.9,10.1
Week 1287 (1974-08-25 - 1974-08-31),32.4,23,74.1,997.7,7.3,13.6
Week 1288 (1974-09-01 - 1974-09-07),31,21,69,1002.4,6.4,11.2
Week 1289 (1974-09-08 - 1974-09-14),31.6,19.9,64.7,1004.8,2.3,10.1
Week 1290 (1974-09-15 - 1974-09-21),31.4,19.3,60,1006.5,5,12.5
Week 1291 (1974-09-22 - 1974-09-28),29.4,20.7,73.9,1007.6,27.2,12.1
Week 1292 (1974-09-29 - 1974-10-05),27.9,14.4,58,1007.6,7.4,12
Week 1293 (1974-10-06 - 1974-10-12),29.6,12.9,53.3,1009.9,0,11.4
Week 1294 (1974-10-13 - 1974-10-19),29.2,14,39.3,1008.8,0,15
Week 1295 (1974-10-20 - 1974-10-26),28.7,12.5,42.9,1011.1,0,12
Week 1296 (1974-10-27 - 1974-11-02),26.4,10.6,49.1,1012.3,0,9.2
Week 1297 (1974-11-03 - 1974-11-09),25.6,9.7,46.3,1014.3,0,11.2
Week 1298 (1974-11-10 - 1974-11-16),23.3,8.9,42.4,1015.6,0,14.1
Week 1299 (1974-11-17 - 1974-11-23),21.7,4.7,43.9,1018.6,0,12.2
Week 1300 (1974-11-24 - 1974-11-30),20.7,6.1,55.6,1014.9,0.9,10
Week 1301 (1974-12-01 - 1974-12-07),14.8,3.7,63.1,1017.5,25.5,9.7
Week 1302 (1974-12-08 - 1974-12-14),15.9,3.1,61.6,1017.9,9.4,9.7
Week 1303 (1974-12-15 - 1974-12-21),12.8,3.2,72,1020.5,27.7,8.8
Week 1304 (1974-12-22 - 1974-12-28),14.6,4.4,69.1,1021.3,4,8.9
Week 1305 (1974-12-29 - 1975-01-04),14.7,1.3,67.6,1018.2,0,11.4
Week 1306 (1975-01-05 - 1975-01-11),15.7,3.6,69.9,1017.5,0.3,11.5
Week 1307 (1975-01-12 - 1975-01-18),14.1,1.2,63.6,1019.4,8.5,10.9
Week 1308 (1975-01-19 - 1975-01-25),14.2,1.6,64.6,1019.5,0.1,10
Week 1309 (1975-01-26 - 1975-02-01),13.9,4.9,71.9,1019.5,8.6,8.7
Week 1310 (1975-02-02 - 1975-02-08),13.2,3.2,74.1,1018.1,28.9,8.9
Week 1311 (1975-02-09 - 1975-02-15),14,3.6,70.1,1014.7,46.1,11.5
Week 1312 (1975-02-16 - 1975-02-22),16.7,1.8,61.7,1020,2,10.8
Week 1313 (1975-02-23 - 1975-03-01),19.9,6.7,62.3,1016.5,31.8,11.8
Week 1314 (1975-03-02 - 1975-03-08),18.9,8.3,70.4,1012.2,32.1,12.9
Week 1315 (1975-03-09 - 1975-03-15),18.3,6.8,66.4,1013.9,41.8,20.3
Week 1316 (1975-03-16 - 1975-03-22),21.6,8.5,61.4,1013.2,59.6,13
Week 1317 (1975-03-23 - 1975-03-29),21.7,7.8,66,1014.3,49.8,12.6
Week 1318 (1975-03-30 - 1975-04-05),27.2,14.8,61.3,1011.3,19.8,16.8
Week 1319 (1975-04-06 - 1975-04-12),24.9,12,61.1,1009,19.1,14.6
Week 1320 (1975-04-13 - 1975-04-19),27.9,11.6,52.6,1006.7,0.9,20.1
Week 1321 (1975-04-20 - 1975-04-26),27.9,17.1,60.6,1007.8,42.7,12.6
Week 1322 (1975-04-27 - 1975-05-03),29.2,15.3,59.1,1005.1,3.3,13.7
Week 1323 (1975-05-04 - 1975-05-10),30.1,16,51.3,1005.5,21.9,11.6
Week 1324 (1975-05-11 - 1975-05-17),34,19.5,50.1,1001.1,37,22.8
Week 1325 (1975-05-18 - 1975-05-24),32.4,17.4,50.4,1002,0.3,15
Week 1326 (1975-05-25 - 1975-05-31),36.3,19.6,38.7,1001.1,0,15.5
Week 1327 (1975-06-01 - 1975-06-07),35,20.2,43,998.7,2.3,14.1
Week 1328 (1975-06-08 - 1975-06-14),36.9,21.6,33.9,998.3,0.1,13.6
Week 1329 (1975-06-15 - 1975-06-21),38.5,24.8,40.9,994.2,17.8,20
Week 1330 (1975-06-22 - 1975-06-28),36.8,23.9,45,996.3,2.6,15.9
Week 1331 (1975-06-29 - 1975-07-05),34.2,22.8,58.9,999.5,34.3,13.7
Week 1332 (1975-07-06 - 1975-07-12),35.3,24.5,63,996.7,11.2,15.9
Week 1333 (1975-07-13 - 1975-07-19),30.1,23.1,81.4,998.4,74.2,16.6
Week 1334 (1975-07-20 - 1975-07-26),30.6,23,79.9,1000.4,25,14.9
Week 1335 (1975-07-27 - 1975-08-02),32.2,23.5,76.9,998.7,24.6,14.7
Week 1336 (1975-08-03 - 1975-08-09),30.4,23.3,80.1,998.1,53.6,13.6
Week 1337 (1975-08-10 - 1975-08-16),31,25,81,998.1,64.3,17.1
Week 1338 (1975-08-17 - 1975-08-23),29.3,23.1,83.6,1001.3,33.8,9
Week 1339 (1975-08-24 - 1975-08-30),30.1,21.7,78.6,1003.1,10.1,10.1
Week 1340 (1975-08-31 - 1975-09-06),29.8,22.7,83,1002.1,31.8,10.5
Week 1341 (1975-09-07 - 1975-09-13),29.4,20.8,79,1004.1,5,11.2
Week 1342 (1975-09-14 - 1975-09-20),29.2,21.5,82.1,1005.3,20.1,8.9
Week 1343 (1975-09-21 - 1975-09-27),29.8,18,67,1005.9,0,9.5
Week 1344 (1975-09-28 - 1975-10-04),30.5,15.7,54.6,1006,0,11.7
Week 1345 (1975-10-05 - 1975-10-11),30.7,17.3,56.7,1004.9,0.2,13.4
Week 1346 (1975-10-12 - 1975-10-18),30.7,16.1,48.7,1009.3,0.2,15
Week 1347 (1975-10-19 - 1975-10-25),27.5,13.5,46.6,1010.4,3.4,14.3
Week 1348 (1975-10-26 - 1975-11-01),26.9,10.6,42.3,1013.4,0,11.3
Week 1349 (1975-11-02 - 1975-11-08),24.2,10.6,52.9,1013.7,12.8,10.7
Week 1350 (1975-11-09 - 1975-11-15),21.6,6.5,54.9,1015.1,0,9.8
Week 1351 (1975-11-16 - 1975-11-22),20.6,5.3,52.3,1018.1,0,11.8
Week 1352 (1975-11-23 - 1975-11-29),19.7,3.5,54.1,1017.4,0,9.2
Week 1353 (1975-11-30 - 1975-12-06),17.6,5.4,67.4,1015.9,12.2,11.3
Week 1354 (1975-12-07 - 1975-12-13),17.4,1.6,53.9,1014.7,0,11.3
